idx,questions,choices,labels
8817,"As things get colder, temperature does what?",increase|drop to zero|heat up|dropping quickly|arctic,1
8818,What includes both a person and a jellyfish?,humanity|headache|nature|natural world|society,3
8819,James was chatting with friends  and eating pizza when he suddenly experienced something.  He ran out of the room to get a pen and paper.   What did he experience?,fun|discomfort|love|car|inspiration,4
8820,Where could you find an artificial light source?,store|house|candle|books|sky,1
8821,"If you ate some spicy food, what could happen to you?",medium|illness|throwing up|heartburn|sleepiness,3
8822,What would dogs do if there are no intruders nearby?,theft|sleep soundly|do many things|go outside|many colours,1
8823,Where can you buy a purse as well as a TV?,handbag|department store|pocket|pocket|home,1
8824,Where do gutters prevent a ball from becoming runway?,bowling alley|city|military base|fashion show|football game,0
8825,What can a horse winning many races hope to achieve?,painting|triple crown|apples|race track|kentucky derby,1
8826,"If people are bowing before a statue, what are they likely doing?",believe in god|worship idols|knees|hope for peace|form opinions,1
8827,You can go to a sporting goods store to buy what uniform tops?,town|city|retail shopping district|baseball|jerseys,4
8828,"Being tired makes humans realize they need what even in a car, or chair?",snore|go to bed|read a book|have rest|go to sleep,3
8829,Why would someone be bringing suit?,going to court|ruling|great expense|aggravation|randomness,3
8830,Sarah didn't own a computer or a monitor.  Instead she just used something connected to her TV.  How would she describe the thing connected to her TV?,box|internet cafe|view bluescreen|desktop|display images,0
8831,A lot of rivers flow in and out of what body of water?,ocean|peninsula|pond|lake|creek,3
8832,"The lab results had been compiled, the scientist began analysing the data because he wanted what?",learn more about|headache|do math|enlightened|better understanding,4
8833,"George thought that it was possibile to go faster than light.  He insisted.  However, all known science said that this was what?",impossibility|impossibility|impossible|unlikely|cant do,1
8834,If your shoes are too tight what will you get on your feet after jogging?,exhaustion|shortness of breath|knee pain|blisters|lose weight,3
8835,You might find a dirt highway out where?,atlas|repairs|countryside|in the city|united states,2
8836,Birds make nests to lay eggs they got from having a what?,peck|perch|roof|mate|hatch,3
8837,What state has a county called columbia and is the furthest in the direction that the sun sets?,tennessee|missouri|washington|canada|south carolina,2
8838,James found a snake on the ground while hiding from a tornado.  Where might the snake have been?,tropical forest|pet shops|from the cage|ditch|north america,3
8839,"If someone is quite crafty with needles they might have all sorts of hobbies like needlepoint, crocheting, or just plain what?",sewing|sewing machine|art store|frame|livingroom,0
8840,What would cause a person to stop driving at a hotel?,traffic accident|boredom|sleepness|injuries|fatigue,4
8841,where is the information superhighway?,heavily travelled area|cyberspace|industrialized country|on the internet.|computer network,1
8842,"At the school dance most kids were enjoying themselves, but a shy one found himself a what?",standing still|stand still|partner|wallflower|dancing,3
8843,Where is a good place to find a lot of fictional words?,books|newspaper|mouth|sentence|in the package,0
8844,"The school dress code was strict, all girls had to wear a what?",pants|trousers|pant|long skirt|naked,3
8845,"With elderly resident, Illness is a common way a stay ends where?",hospital|sick person|grave yard|nursing home|brain,3
8846,"When someone is watching a film like Saw, what are they likely experiencing?",they want to close their eyes|fear|like|being entertained|insight,1
8847,What will the government do if they find out you fail to file your taxes?,get money|school children|serve public|forgive you|take money,4
8848,"Billy cared about his opponent, in spite of their disagreements.  Because of that, when he lost the primary, Billy began to do what for him?",proponent|supporter|falling down|advocate|dig up skeletons,3
8849,where does a homeless person go for food?,homeless shelter|sanctuary|park|bridge|bus depot,0
8850,The part of a computer that holds the memory and processing chips is called what?,pantry|motherboard|bar|casino|supermarket,1
8851,What will happen to you if you are staying healthy?,injury|happiness|long life|a long nose|envy,2
8852,What would describe the hands of someone who doesn't do manual labor?,articulate|soft|sign language|graceful|cup water,1
8853,What do people want to feel while playing cards?,amusement|anger|win money|happiness|loss of interest,0
8854,Where is a good place to purchase a toy balloon?,birthday party|church|amusement park|parade|circus,2
8855,"She wanted to donate her old clothes to charity, she began folding and stacking the clothing into a what?",box|basement|trash|bag|trunk,0
8856,Where are there millions of marmoset sitting in trees?,france|latin america|columbia|underground|dictionary,1
8857,Where would you put a tissue holder if you have a cold and plan to stay inside?,car|convenient spot|bathroom or bedroom|swimming pool|airplane,1
8858,"He tried communicating by radio, but what did he hearing the other end?",static|progress|collaboration|confusion|sound,0
8859,"The person prepared for anything, this is why he kept months worth of canned food in his what?",pantry|cellar|grocery store|kitchen|cupboard,1
8860,Where is an unused weapon likely to be?,war|army bunker|police station|hand|holster,4
8861,"The day of hard work had led to fatigue, during lunch break he fell to what?",go to bed|get physical activity|have rest|earth|sleep,4
8862,Expressing yourself by using complicated words and technical language is likely to draw what from you audience?,communication|getting arrested|stage fright|blank stares|applause,3
8863,If you want to stop being married to someone it's usually because of what?,lying|trouble|civil authorities|lawyer|judge,1
8864,"The food was packaged for sale, where was it bound?",bathroom|shelf|kitchen|refrigerators|shop,4
8865,Where would you get an upright piano if you do not have one?,new york|living room|music room|music store|house,3
8866,What kind of person would believe in God and kill a divine entity?,undivine|godless|wonderful|humdrum|horrible,4
8867,If someone suffers from hunger but has nothing in the house what do they have to do?,eat breakfast|buy food|have lunch|call a friend|eat hamburger,1
8868,What may happen to a dangerous rescue?,corrupt|abandon|good time|endanger|bind,1
8869,Where would you go if you want to see a beautiful thunderstorm?,house|wet|bad|dull|plain,4
8870,WHat causes a kid to cry when riding a bike?,peddling|peddle|stopping|falling off|pedaling,3
8871,His saw was too big to fit with all his wrenches and screwdrivers in his metal what?,toolbox|cabinet|basement|tool shed|tool kit,0
8872,Where could you find millions of ficus?,arboretum|california|teapot|apartment|ground,1
8873,Where is a good place in a home to keep an extra eyeglasses case?,bag|desk|drawer|shirt pocket|car,2
8874,What state should your bedroom have before sleeping?,place to sleep|darkness|tired|closing eyes|ohio,1
8875,What can you use hear other people and be heard yourself?,mouth|song|radio|ears|telephone,4
8876,The house had been abandoned so long her stride left a clear path through the dust on the what?,closet|ground|coffee maker|attic|television,1
8877,"When millions are piled up they can be a hassle, but a snowflake is quite beautiful when it is falling through the what?",sky|cloud|snow storm|air|winter,3
8878,what is likely the fate of a lying employee?,the lie will haunt them forever|being found out|feeling guilty|problems|being fired,4
8879,"The man began to cogitate about cogitating, being able to do this meant he clearly he must what?",obsessive compulsive|mad|perambulate|have brain|sit quietly,3
8880,Where are you if you open the night table drawer to find a bible placed by the gideons?,hallway|homes|furniture store|holding alarm clock|hotel,4
8881,"If a person wants to put some excitement into his routine, he learn how to do what?",play hockey|basketball|dance|go somewhere|express information,2
8882,"A horse rider wants to find foxes, what should he participate in?",english hunt|burrow|hen house|polo game|rural area,0
8883,"It was very humid and he wasn't hydrated, so when he was running he was stricken with what?",becoming tired|sore feet|tiredness|leg cramps|headache,3
8884,"He was contemplating a choice, what was he doing the following day?",relaxing|relaxation|headache|deciding|action,3
8885,"She finally gave up smoking when they decided to grow their family, this was because she had heard it can cause what?",pleasure|ill-omen|birth defects|bad breath|persistent cough,2
8886,A shelf would fit in what part of a room?,garage|cupboard|refrigerator|corner|wall,3
8887,What can happen as a result of a business spending money and having to make a declaration?,financial problems|bankruptcy|debt|losing your home|poverty,1
8888,Where in your room would you put scissors that you will not need to use any time soon?,pencil case|cabinet|desk|drawer|backpack,1
8889,"If I was getting drunk and lost control of my inhibitions, what might happen to me?",pregnancy|forgetfulness|pass out|death|slurred speech,2
8890,"The terrace overlooked a section of the Grand River, where was the terrace located?",architecture|southern europe|house|michigan|state,3
8891,What would happen if you are loving another and he or she loves you?,infatuation|heartache|wonderful|happiness|peace,3
8892,What should you say to someone that sneezes?,bless you|keep your eyes open|yawn|inhale|cough,0
8893,"If I was very excited about meeting people who were very close family, what emotion would I be feeling?",love|anxiety|being bored|making new friends|ugly,0
8894,What would someone do have fun at a winter party outside?,find place to party|nothing in paticular|wrap up|drink|do enjoy,2
8895,When a curtain closes this is over.  What is this?,bridge|show|house|department store|window,1
8896,Where are mats usually placed in a house?,bathroom|kitchen|floors|living room|doorway,2
8897,Where is the most likely place for a skylight?,admit light into room|house|office building|windowless room|roof,4
8898,"All the adults were sitting quietly in the other room watching TV, they were hoping the baby would what?",meditate|fall asleep|join them|reading|think,1
8899,Where can a student find their pens?,art class|backpack|school|office|take notes,1
8900,What is a human adapted to handle?,co2|community|population|diverse situations|school,3
8901,What do we feel after travelling a long distance?,energetic|motion sickness|relocation|diarrhea|fatigue,4
8902,Where is it unlikely to find a office building?,city|high tower|industrial complex|downtown area|advertising company,2
8903,What is a way for two people to communicate to each other that they are in love?,pain and suffering|do stupid things|deaths|having sex|high five,3
8904,Rather than talk in a class you should do what and pay attention?,keeping quiet|sit silently|obesity|begin speaking|being silent,1
8905,What is it called when you are killing people because they are bad?,war|get arrested|joy|going to prison|vengeance,4
8906,where do you use instruments for science?,dentist's office|gas station|case|laboratory|operating room,3
8907,What is learning about the world and how it works likely to cause?,pleasure|laughter|anger|loss of innocence|sadness,3
8908,If you about to go on stage and are dressed in costume you are likely about to be what?,in play|going to bed|have talent|teach|climb stairs,0
8909,"The saw was not necessary for car repair, so what wasn't it included with during pucrhase?",tool shed|tool box|tool kit|hardware store|toolbox,2
8910,What place could have one back garden?,police station|city|town|england|house,4
8911,What happens while someone is going somewhere?,being there|movement|having to travel|get excited|walk,2
8912,"A person wants to be successful, the end goal is to what?",delicious food|self esteem|acquire wealth|compliments|eat dinner,2
8913,What item is smelted out of minerals on the country side?,urban city|france|metal|grass|state,2
8914,How does a human get around?,homes|apartment building|home|solar system|bus,4
8915,"People are lying to one another, how are they behaving?",generous|altruistic|deceptive|stupid|cruel,2
8916,Where do you buy potato chips?,bar|pantry|motherboard|supermarket|in retail shop,3
8917,"If kids are curious regarding the weather outside, what can they do to go outside?",sit down|count marbles|open door|wonder about|become adults,2
8918,In the 1940's what happened when a radio show decided to pretend the Earth was invaded by Martians?,eat cake|laughter|daydreams|religion|people believe,4
8919,"It was a long hard day of work, it was now time for sitting down and what?",relaxing|sleep|listened to the voices in their heads|pee|watch tv,0
8920,There is a giant enemy crap.  It is too big to fit though doors.  So it is stuck where?,virginia|cape cod|make person sick|fish market|outside,4
8921,Where should leftovers go after coming out of the pan?,refrigerator|container|refrigerator|freezer|fridge,1
8922,"He chose a flashy car when he got the promotion, he wanted people to know he could afford what things?",heavy|expensive|obesity|carpooler|red,1
8923,If you were sitting on a curb in Cincinnati where would you be?,ohio|city|bus stop|street corner|grade,0
8924,Most adult Americans split their time between home and what?,tent|work|apartment|the office|foreign,1
8925,what region are the most famous temples located?,the temples were in the background|middle east|nepal|jerusalem|jewish community,1
8926,Where is there likely to be sadness in a waiting room?,hospitals|airport|clinic|in a marriage hall|doctor's office,0
8927,Where would you find a piano that is owned by a person?,music store|drawing room|music room|concert hall|restaurant,1
8928,What happens to dogs when they want to play?,many colours|need food|sleep soundly|go outside|they speak english,3
8929,"The man was seeking directions in the lobby, who should he talk to?",receptionist|the sun|office building|business plan|large building,0
8930,What could bringing suit do to a rivalry?,going to court|randomness|anger|aggravation|tensions,3
8931,"Billy likes eating breakfast in bed, but he doesn't do it often.  He likes his clean sheets too much. Why doesn't he eat breakfast in bed that often?",pleasure|indigestion|convenience|spills|feel guilty,3
8932,Many women carry a lot of stuff in their purse which is also known as a what?,bulk bag|handbag|pocket|department store|home,1
8933,"James and Holly were getting a divorce. They didn't like it, but they needed it.  What might they be trying to avoid?",being single|tears|children suffer|anger|no spouse,2
8934,"The competitive guy liked to play games, what was his goal?",entertaining|dice|win|bored|relax,2
8935,What is the goal of most people playing games?,conquest|entertainment|winning|happiness|stress,2
8936,Steam turns to vapor quickly when it is exposed to what?,condensate|rain|liquid water|ice|cold air,4
8937,How would you be living life with at least 2 other people?,have children|get married|sorrow|learning|think,0
8938,Where is an adult collector of toy cars likely to keep them?,toy store|block of flats|own home|childs bedroom|child's room,2
8939,Where can I put the bean bag chair so that everyone can use it?,sofa|floor|family room|person's home|house,2
8940,Where do kids throw a ball around?,street|playground|loud|gymnasium|bowling alley,1
8941,What place protects animals such as the bald eagle?,farm|nature preserve|soup|canada|mountainous area,1
8942,What pacific northwest place has many apple trees?,michigan|valley|new york|washington state|fields,3
8943,"The forward comes before an essay, what comes at the end of it?",last word|afterword|epilogue|conclusion|page numbers,3
8944,What vehicle uses a chain to move the back wheel?,bicycle|car|motorbike|tow truck|gear shift,0
8945,If you live by the shore than you probably live in a what?,desert|picture of sea side|california|seaside town|ocean,3
8946,Sarah wants to eat lunch.  To do this she'll have to go to her kitchen and do what?,smell|have food|get food|hungry|buy food,2
8947,What is on the base of a stack of cubes?,transistor|home plate|floor|box|vessel,3
8948,Sunshine and warmth are the weathers associated with what?,alaska|summer|disneyland|beach|meadow,1
8949,Bob the mouse lived in a densely populated area.  Where might he look for shelter?,kitchen|corn field|abandoned houses|shed|desktop,2
8950,"If you're going to a party in an alley, what is likely to happen?",call the police|doing drugs|new contacts|making new friends|plan,1
8951,Where is a pleasure garden likely to have orginated?,fairy tale|resort town|english courtyard|palace|japan,4
8952,James thought that cost of buying the new screen outweighted the what?,retail markup|revenue|for free|income|benefit,4
8953,"The food fresh of the grill was the best in town, it was no surprise that this place was many people's favorite what?",restaurant|backyard|barbeque|back yard|neighbor's house,0
8954,"The animals had eaten and taken a mud bath in the sun, what happened to them as a result?",feel pleasure|die of cancer|procreate|baked|pass water,0
8955,There are lights for safety at what performance?,golf course|building|concert|carnival|plane,2
8956,What can a lawyer do to be sure spectators anticipate future actions in the correct frame of reference?,present an arguement|state case|produce evidence|charge fee for service|come early,1
8957,"Understanding better is a great goal to have.  If everyone understood each other better, it would help being about what?",increased knowledge|ideas|increase knowledge|schizophrenia|peace,4
8958,"Old people can have difficulty using computer, it can turn a simple task into a lot of what?",glad|program created|pleasure|stress|increased efficiency,3
8959,Where would you get an electric razor if you do not have one?,k mart|man's suitcase|medicine cabinet|from the electric company|bathroom,0
8960,"She always kept an umbrella handy for the frequent rain, where did she likely live?",seattle|rain forest|beach|store|suitcase,0
8961,The committee had its first meeting.  John was glad to be a part of it.  This is what he ran for.  Where might the meeting be?,church|city hall|school|boardroom|office building,1
8962,"The peanuts were for sale in during the 4th inning, where were they being sold?",ballpark|carnival|bought at grocery store|jar|container,0
8963,Where do people perter to have linoleum on the ground?,mobile home|house|kitchen floor|shed|furniture,2
8964,"Sometimes when people think some wrongdoing has ocurred in government, how do they react?",talk to each other|cook food|demand justice|learn from each other|share food,2
8965,What does killing people not usually lead to?,joy|vengeance|going to jail|anguish|happiness,0
8966,What will likely happen to one's body if the only eat hamburgers?,get full|make money|hungry|choking|getting fat,4
8967,"The salesman was a weasel, this should've probably been expected at a what?",used car lot|viking ship|chicken coop|backyards|rabbit warren,0
8968,"Bob walks up to the second floor to his bedroom, where is he?",house|office building|hotel|school|hotel,0
8969,"The inspector labeled the vessel water-tight on the dock, where was it's next destination?",sky|human body|streets|ocean|port,3
8970,what other species have blood other than humans?,vampires|person|soccer game|capillaries|animals,4
8971,"After a person celebrates an occasion for hours on end, what might the person experience?",hangovers|being happy|drinking|becoming tired|nirvana,3
8972,Where do you keep a piano?,concert hall|church|restaurant|drawing room|music room,4
8973,"The artists created an elaborate wood carving for the location, it was a spiritual experience for him working at a where?",synagogue|carpet|street|tree|lumberyard,0
8974,"He set up his cart all over the city, but the hot dogs always sold best where people were active like at the what?",stadium|hockey game|disneyland|sporting event|park,4
8975,Where do humans go in space?,anywhere on earth|ufos|strip club|international space station|school,3
8976,What state is Pat Roberts the senator of?,demopublican|new york|nebraska|kansas|colorado,3
8977,The people changed their plans after watching the morning news.  What were they going to do?,drink coffee|go hiking|group objects|make babies|pay bills,1
8978,Where would you find pencils and young people?,classroom|store|backpack|school|bowling alley,0
8979,Where would you go if you need a hardware store?,washington|sears|small town|oregon|canada,1
8980,What do people do when they feel a lot of excitement?,eat|go somewhere|dance|express information|play hockey,2
8981,what must a dog do daily?,drink water|shake hands|guard house|mate|stay in place,0
8982,"People came far and wide for what the chef could do on the grill, if you asked most patrons they'd say it was their favorite what?",cinema hall|restaurant|backyard|hardware store|back yard,1
8983,Where do people sometimes use an eraser?,rain forest|office supply store|schools|desk drawer|pencil box,2
8984,He didn't know that good things can be posion in large doses.  He thought that he was just eating an essential what?,antidote|consumable|nutrient|vitamin|medicine,2
8985,After getting wet cotton clothing may suffer from what?,shrinkage|shiver|not dry|mildew|getting cold,0
8986,The rural general store is a staple of the great nation called what?,towns|salt|canada|america|small town,3
8987,Where could you find a jellyfish that does not exist?,cartoon|japanese restaurant|underwater|moon|red sea,0
8988,When washing clothes what do you get when the cycle is complete and thus need the second tumbling machine for?,wet clothes|fold|wear out|get wet|torn,0
8989,What does someone evaluate in the dressing room?,body|department store|actors and actresses|clothing|clothing store,0
8990,Sam didn't have to walk far to get lunch.  There was a deli on the ground floor of his what?,town|shopping center|strip mall|office building|new york city,3
8991,"The man felt sorry for the dressed up dog, it was his opinion that clothing was only for a what?",entertaunment|hamper|person|closet|backpack,2
8992,Where would you put coins after you get home?,junk drawer|desk|jar|purse|water fountain,1
8993,James  and his friends like to play pretend together.  What is it that they like about playing pretend together?,day dream|have imagination|run|have fun with|good liar,3
8994,"The man sat down at the piano and played the A note for others to emulate, who was he with?",music room|symphony orchestra|church|athletes|concert hall,1
8995,People voted for the outsider because they hoped it would bring what?,welcome change|hate each other|talk to each other|make choice|an applebees,0
8996,Where do you see signs that give direction while moving fast?,freeway|fork in road|demonstration|jogging|state park,0
8997,What can you do to keep yourself from feeling like a failure?,lower expectations|hold back|reflection|amount to nothing|illusion,0
8998,"Sam tried to go to sleep, but he couldn't.  He suffered from what?",stay awake|exhausted|being awake|wakefulness|bed,3
8999,John asked for a tissue holder because he had a cold.  Where might he be?,car|resturant|convenient spot|airplane|dotor's office,3
9000,"The driver forgot his glasses, he was having trouble judging distance of oncoming cars and wouldn't pull out thinking they were all what?",close|closeness|proximity|near|measured in meters,3
9001,"The plate was dirty, where did the woman put it?",garbage|kitchen cupboard|table|flea market|dishwasher,4
9002,When someones is buying something what are they doing with their wallet?,having to pay for|losing money|possessing more|opening|using money,4
9003,"The mother had to run some errands, she told he son if he did his chores while she was gone it would be what?",get things done|complete tasks|helpful|finished product|gain,2
9004,"The politician promised money, what was he hoping to do?",buy party|increase power|settle everything|control people|buy food,3
9005,"He wanted to write a novel, what did he have to do when he backed the plot into a corner?",ocean|not give up|literate|have paper|move fingers,1
9006,Where is glue well used?,desk drawer|cabinet|art room|school|closed container,2
9007,What country is the native home of lemurs?,india|field|belarus|russia|heaven,3
9008,What is an adult in love likely to do ?,work|marry|settle childrens argument|go into seclusion|drive train,1
9009,Where would a human need to check how much oxygen he or she has?,space shuttle|underwater|civilisation|spacecraft|graveyard,3
9010,When all the members drank the poison and died it was because everybody what?,exist|cat|out of mind|believed|happy,3
9011,What would a person be if he or she did something bad accidentally and then apologized?,unsure|sincere|adequate|first rate|sufficient,1
9012,The skeleton for this needs to be light so it can fly?,building|aircraft|ship|closet|closet,1
9013,What might a student do if they really hate school and they'd rather get a job?,wash dishes|drop out of school|do the laundry|enter school|read book,1
9014,Mandy was naturally entertaining.  She enjoyed making people feel good and hoped that she could bring lasting what to them?,happiness|laughter|fulfillment|like|infection,0
9015,How do you communicate with a friend when you are apart?,promise to help|offer to help|write letter|keep secret|cover up for,2
9016,James was from out of town. He lose his keep to his room where?,pocket|at hotel|bus depot|pub|own home,1
9017,In what would you find gasoline in the water?,gas station|refineries|drinking glass|power mower|boat,4
9018,Where should you use a well sealed container?,pantry|refrigerator|dog house|kitchens|cargo ship,1
9019,Where would you find a dentist office along side other such providers?,medical center|metropolitan city|patient|main street|bathroom,0
9020,How can a bridge be built?,river valley|softly|over water|california|dentist,2
9021,I was craving Tyson chicken but didnt have any where did i acquire more?,bought at store|found in grocery store|drove around|eaten|chopped,0
9022,A person can like all sorts of pets but they always prefer their what?,catch cold|eat food|study literature|own animal|word sentence,3
9023,"If you didn't find any plants on another planet, where might you look to find some?",surface of earth|park|greenhouse|windowsill|ice burg,0
9024,The children gathered around the camp fire to do what?,play with toys|hear stories|play games|play house.|play ball,1
9025,Where can I find a steakhouse with a view of canyons?,nebraska|mexico|new york|utah|japan,3
9026,There was a black ring where James had placed his full coffee cup.  Where might the ring be?,cupboard|table|coffee|trash|desk,4
9027,"The division of the company saw their profits skyrocket, what did their overall margins do?",unity|multiply|get higher|multiplication|putting together,1
9028,"The engineers were testing the automaton, where were they likely doing this?",car assembly plant|do chores|banking|museum|lab,4
9029,"The illusionist had a lot of lying in his magic act, it was all part of his act of what?",deception|betrayal of trust|trickery|more lies|problems,0
9030,"Jim is applying for his first job.  He's really nervous, though, and isn't sure he is ready for what?",employment|sadness|less sleep|stress|rejection,0
9031,"The person responsible for the care of the patient was busy on her cell phone, the patient died because of this person's what?",antipathy|indifferent|recollect|being mean|negligence,4
9032,"He controlled all traffic taking off and landing from the control room, what military facility did he work at?",nuclear plant|recording studio|airbase|shopping mall|building,2
9033,Where is a good place for a lawn chair?,bedroom|office|porch|kitchen|cubicle,2
9034,What do athletes need to do after a game?,play sports|need to rest|take steroids|walk fast|bicycle forever,1
9035,Someone who is facing boredom will often be told to go out and do what?,mind games|have fun|go somewhere|entertain|watch film,1
9036,What is directly above the floor in a building?,sky|people|wall|roof|ceiling,4
9037,"Debbie buys a ficus on how own, but she doesn't want to keep it in a pot.  Where does she put it?",window|park|hair salon|family room|flower garden,4
9038,The item didn't sound right because one of it's legs were uneven.  What might the item be?,spinning wheel|grand piano|legroom|hospital bed|office chair,1
9039,Where do you live if you have a cheap linoleum covering and boxy rooms?,kitchen floor|furniture|house|mobile home|own land,3
9040,Where would you find only one churchyard?,village|city|england|canada|michigan,0
9041,"If an actor is said to be on the ""small screen"" where would you see them perform?",opera|cell phone|movies|play|television,4
9042,"If being bored was a problem and you wanted to quickly read the latest news, you could do so by doing what?",surf net|allen key|use television|make patchwork quilt|play chess,0
9043,what are the kind of transport that is used underwater in the atlantic ocean?,earth|basin|whales|submarines|planet,3
9044,John took a carboard box and emptied his closet racks into it.  He was using the box to do what?,hold secret|store food|store clothes|store data|hold things,2
9045,where can you catch a ball?,sporting goods store|shooting range|bowling alley|sporting event|street,3
9046,James was scared of the old well.  It was there when he bought what?,farm country|arctic|michigan|fairytale|farm yard,4
9047,"The teacher explained that even though everybody is general each of the students was an individual, she wanted each student to feel what?",specific|particular|special|advance forces to city|particular,2
9048,A  person who is standing in like is likely to do what to pass the time?,fidgeting|get tired|run|tiredness|frustration,0
9049,Hurting someone else will result in what?,broken bones|legal problems|public outcry|punishment|hurt feelings,4
9050,"It was hard for them to get news that was local, this is because they lived so what?",distant|remote|fluidly|national|foreign,1
9051,"I have a migraine and am finding information, what is my problem?",increased knowledge|knowing more|questions|headaches|understanding of,3
9052,"The hikers were suffering from fatigue on the steep trail, they decided to stop and what?",sit down|go to bed|sleep|have rest|nap,3
9053,What dirty method of getting from one place to another in large cities may not allow you to see daylight?,ground|subway|over bridge|street|race track,1
9054,What is a jury judging?,responsibility|film festival|resentment|go to jail|controversy,0
9055,You may drink from a cup in what small dwelling that are normally grouped together in one building?,school|apartment|closet|table|restaurant,1
9056,What is leather used for in a car primarily?,stable|car seats|purses|handbag|department stores,1
9057,"Unlike most metal alloys, pewter is known for its what?",wooden|electrical circuit|build rocket|plastic|softness,4
9058,The hospital next to the Sears tower is where?,detroit|most cities|military base|every state|ross tower,0
9059,Why would you want to play cards?,count|to take over the world|dealing|remember|winning,4
9060,"The food simmering in the pan smelled delicious, the aroma filled the entire what?",oven|cabinet|kitchen|movie|bathroom,2
9061,"The hikers were feeling exhaustion, so they sat on a log to what?",read a book|have rest|run out of steam|sit down|go to sleep,1
9062,What area of town is known for having brick row houses?,baltimore maryland|ghetto|city center|garden|england,1
9063,"You wouldn't want a weasel indoors, where do you want it?",forrest|washington dc|city|out of doors|public office,3
9064,"God didn't kill off everyone in the flood, so what does that suggest he has?",everything|imagination|compassion|strength|heaven,2
9065,Why is this person getting married?,graduation|fear death|promise to do|gain weight|catch cold,2
9066,The audience got up at intermission and bought pop corn.  What might they be watching?,movies|school|theatre|event|new york,0
9067,"The trees received lots of water and sunlight, what happened as a result?",stand together|more fruit|produce fruit|grow bigger|branch out,3
9068,Where can you drive your automobile at the highest legal speed?,racetrack|freeway|fast lane|side of road|intersection,1
9069,What has happened if you are dancing and you smell bad?,becoming tired|fatigue|sore feet|break up|sweat,4
9070,"Sam has been kissing girls at school.  Unfortunately, he has to stay home for a week. Why might he need to stay home?",disease|arousal|cooties|sweet|punishment,0
9071,Where do you live if there are a lot of mailboxes in the foyer?,spacious house|mansion|building|apartment|townhouse,3
9072,This person has lots of friends what do they rank high in?,busy|accomplish goals|get laid|compliments|popularity,4
9073,Where should you store a fiddle when you're not playing it?,violin case|tennessee|music store|bluegrass|alabama,0
9074,"The peanuts were sealed for freshness, so where were they placed?",jar|peanut shells|carnival|ballpark|bought at grocery store,0
9075,What would happen to someone when he or she is finished going somewhere?,going back somewhere.|getting there|having to travel|being there|get excited,3
9076,"His friend insisted that he must, but his conscience stopped him as he knew that he what?",unnecessary|optional|will not|need not|should not,4
9077,"A person needs to make a withdrawal, what is he looking for?",buy clothes|bank money|cross street|rob a bank|let himself go,1
9078,"In order to have food to eat, what do people typically do for it?",grow food|purchase food from webvan.com|browse|shop|work for,4
9079,A person who has been killing people should have what done by the police?,terrible|get arrested|commended|die|going to jail,1
9080,What kind of explosive device has a fuse or timer?,war|fireworks display|action film set|bomb|construction site,3
9081,"The storm was started due to warm waters, what kinds of places does this happen?",caribbean|arctic|weather report|america|tropical seas,4
9082,"She grabbed the handle very tightly to work out the knots, she began to what?",juggling|brush|carry purse|umbrella|saucepan,1
9083,If there are a lot of people waiting to order at the fast food restaurant where you decided to have lunch what must you do before you get to order?,grab the food|get full|pouring coffee|getting in line|eath,3
9084,"If you are chewing food, what broader activity would you be participating in?",grinding food|avoiding choking|eating|good digestion|sore mouth,2
9085,"From the groups having fun to the falling pins, you'll hear a lot of noise where?",classroom|state fair|movie theatre|bowling alley|carnival,3
9086,What might learning about science  lead to?,new ideas|experiments|invent|accidents|atheism,0
9087,Where in your office would you store a highlight that you don't use often?,office supply store|case|desk drawer|campus book store|lamp,2
9088,Where would you put a car near your house?,scrap heap|manual|parking garage|repair shop|driveway,4
9089,Where might a family go on a nice day?,supermarket|park|funeral|the beach|wedding,1
9090,James stopped standing in the mid and began doing what to the pit?,move away from|laying in|move out|walking out of|move further into,0
9091,What can a person expect from their significant other after a long time away?,gifts|passionate kisses|own house|comfortable clothes|ipod,1
9092,What could cause you to stop before running twenty six miles?,sweat|drink water|choke|collapse|breath,3
9093,"The person enjoyed the takeout, but he felt there was too many vegetables and wanted what?",warm coat|more rice|compliments|read book|to eat less cereal.,1
9094,where do men keep a wallet?,bed|lunch box|pockets|purse|carry credit cards in,2
9095,Where might groceries go when you take them home and put them in a room that isn't the main cooking room?,trunk|supermarket|shelf|sink|pantry,4
9096,What is a good container for a potato?,kitchen cabinet|pantry|own kitchen|a flower vase.|clam chowder,0
9097,"To stay on the team he had to pass class, so he and the tutor began to what?",homework|smart|study hard|take test|study last minute,2
9098,Why does a person move to the suburbs?,make others happy|good lover|acknowledgment|for fun|low crime,4
9099,"There was a test tomorrow, what did the guy need to do?",practice|school grade|study for subject|homework|ignore,0
9100,"If you owned a single heifer, where might you keep her most of the time.",dairy barn|corral|cattle show|milk|countryside,0
9101,"Danny needed a new mouse, his was jumping around  whenever he moved it.   Where might his mouse be?",abandoned houses|corn field|cupboard|cabinet|desktop,4
9102,"The recipe called for much salt to really bring out the flavor, but given his dietary restrictions he added just a what?",too much|little bit|too little|too few|very little,1
9103,Why would people use airplanes?,sky|military base|aircraft carrier|cloudy sky|war,4
9104,How can music help someone who is down?,beautifull|express feelings|they cannot heal and feel beautiful|provide comfort|sound good,3
9105,Nasa floods the immediate area when what takes off?,disneyland|electrical circuit|space shuttle|washing machine|sink,2
